species,bd_status,bd_amount,time_of_capture,date_of_capture,body_temp_c,microhabitat_type,microhabitat_temp,body_length_mm,body_mass_g,life_stage,sex,air_temp_c,water_temp_c,pH,total_dissolved_solids
notophthalmus_viridescens,1,173.6841583,21:08:00,2017-05-04,10,water,10,38.4,2,juvenile,unknown,11.5,11.5,6.39,61.2
pseudacris_crucifer,0,0,21:39:00,2017-05-05,10.4,water,11.2,24.3,1,adult,m,8.1,12.1,6.58,265
pseudacris_crucifer,1,15.108948709999998,21:38:00,2017-05-05,10.4,water,12.7,25.6,0.9,adult,m,8.1,12.1,6.58,265
pseudacris_crucifer,0,0,22:31:00,2017-05-05,10.3,water,10.4,24,0.9,adult,m,8.1,12.1,6.58,265
pseudacris_crucifer,0,0,22:20:00,2017-05-05,11.6,leaf litter,11.6,25.7,0.8,adult,m,8.1,12.1,6.58,265
pseudacris_crucifer,1,3607.089355,22:55:00,2017-05-05,9.9,leaf litter,7.8,27,1.5,adult,m,8.1,12.1,6.58,265
pseudacris_crucifer,1,1309.368896,21:17:00,2017-05-05,12.3,leaf litter,12.3,26.5,0.8,adult,m,8.1,12.1,6.58,265
rana_catesbeiana,1,423.3781433,21:45:00,2017-05-05,11.8,water,11.9,79.2,44.6,adult,f,8.1,12.1,6.58,265
rana_catesbeiana,1,1102.776733,22:31:00,2017-05-05,12.5,water,12.3,74.4,37.4,adult,f,8.1,12.1,6.58,265
rana_catesbeiana,1,1088.932129,21:55:00,2017-05-09,12.4,water,12.9,71.5,28.2,juvenile,unknown,7.6,14.1,6.43,68.1
rana_catesbeiana,1,5825.659668000001,22:00:00,2017-05-09,11.1,water,12.9,70.9,28.6,juvenile,unknown,7.6,14.1,6.43,68.1
rana_clamitans,1,488.9631347999999,21:36:00,2017-05-09,12.2,emergent vegetation 0.1-1 m,10,51.4,10.9,juvenile,unknown,7.6,14.1,6.43,68.1
rana_clamitans,1,33.40510941,21:36:00,2017-05-09,9.6,water,9.6,51,11.2,juvenile,f,7.6,14.1,6.43,68.1
rana_clamitans,1,257.10803219999997,21:43:00,2017-05-09,8.3,water,7.6,45.7,7,juvenile,unknown,7.6,14.1,6.43,68.1
rana_clamitans,1,1.7150837179999998,23:33:00,2017-05-09,10.9,water,10.7,47.6,9.8,juvenile,unknown,7.3,10.5,6.3,87.9
rana_clamitans,1,16.05308723,23:46:00,2017-05-09,10.9,water,10.9,47.7,9.2,juvenile,unknown,7.3,10.5,6.3,87.9
rana_clamitans,0,0,23:49:00,2017-05-09,11.2,water,10.9,53.8,11.3,juvenile,unknown,7.3,10.5,6.3,87.9
rana_clamitans,1,22.560293199999997,23:41:00,2017-05-09,12.8,water,11.8,56.6,16,juvenile,unknown,7.3,10.5,6.3,87.9
rana_clamitans,1,20.586580279999996,23:51:00,2017-05-09,11.4,water,10.8,57.6,17.6,adult,m,7.3,10.5,6.3,87.9
rana_clamitans,1,10.39624596,23:48:00,2017-05-09,12.4,water,11.8,61.7,21.3,adult,f,7.3,10.5,6.3,87.9
rana_clamitans,1,1.846567035,23:24:00,2017-05-09,10.9,water,11,44.9,7.5,juvenile,unknown,7.3,10.5,6.3,87.9
rana_clamitans,1,18.42152596,23:26:00,2017-05-09,11.1,water,10.7,45.8,7.6,juvenile,unknown,7.3,10.5,6.3,87.9
rana_clamitans,1,38.901294709999995,00:02:00,2017-05-09,11,water,11.5,61,18.2,juvenile,f,7.3,10.5,6.3,87.9
rana_clamitans,1,42.6841011,00:10:00,2017-05-09,10.8,water,11,52.6,11.9,unknown,unknown,7.3,10.5,6.3,87.9
rana_clamitans,0,0,00:14:00,2017-05-09,10.6,water,10.7,59.3,17.1,juvenile,f,7.3,10.5,6.3,87.9
rana_clamitans,1,142.5675964,23:59:00,2017-05-09,11.4,water,11.2,60.1,17,adult,m,7.3,10.5,6.3,87.9
rana_clamitans,1,420.8986206,23:30:00,2017-05-09,12.4,water,12.5,46.6,8.3,juvenile,unknown,7.3,10.5,6.3,87.9
rana_clamitans,1,57.137542720000006,23:57:00,2017-05-09,9.3,water,9.4,67.5,32.8,adult,m,7.3,10.5,6.3,87.9
rana_clamitans,1,434.92260739999995,00:06:00,2017-05-09,10.8,water,11.2,33.1,13.7,juvenile,unknown,7.3,10.5,6.3,87.9
rana_clamitans,0,0,00:33:00,2017-05-09,11.3,water,11.6,46.5,9.7,juvenile,unknown,7.3,10.5,6.3,87.9
rana_catesbeiana,1,675.5133057,23:55:00,2017-05-09,10.2,water,11.1,54.5,13.9,juvenile,unknown,7.3,10.5,6.3,87.9
rana_catesbeiana,1,1271.773193,00:20:00,2017-05-09,10.7,water,11.1,56,16,juvenile,unknown,7.3,10.5,6.3,87.9
rana_catesbeiana,1,3543.4533690000003,23:39:00,2017-05-09,10.7,water,10.7,65.3,21.6,juvenile,unknown,7.3,10.5,6.3,87.9
rana_catesbeiana,1,7687.475586,23:41:00,2017-05-09,10.7,water,10.7,57.7,16,juvenile,unknown,7.3,10.5,6.3,87.9
rana_catesbeiana,1,760.2583618,23:44:00,2017-05-09,10.3,water,10.4,56.4,17.4,juvenile,unknown,7.3,10.5,6.3,87.9
rana_catesbeiana,1,192.1012878,23:37:00,2017-05-09,10.5,water,10.7,93.2,60.6,adult,f,7.3,10.5,6.3,87.9
rana_clamitans,1,6.714858055,23:28:00,2017-05-09,12,water,12,60.7,18.9,adult,m,7.3,10.5,6.3,87.9
rana_clamitans,0,0,23:41:00,2017-05-09,11.3,water,11.1,61.2,20.4,adult,m,7.3,10.5,6.3,87.9
plethodon_cinereus,0,0,13:48:00,2017-05-10,12.1,under cover board,12.3,36.6,1.7,unknown,unknown,18,12.1,7.37,77
desmognathus_ochrophaeus,0,0,13:59:00,2017-05-10,12.9,under cover board,12.9,33.6,1.1,unknown,unknown,18,12.1,7.37,77
desmognathus_ochrophaeus,0,0,14:04:00,2017-05-10,7.8,under cover board,7.9,35.6,0.1,unknown,unknown,18,12.1,7.37,77
eurycea_bislaneata,0,0,14:02:00,2017-05-10,9.6,under cover board,9.6,40.3,1.1,unknown,unknown,18,12.1,7.37,77
desmognathus_fuscus,0,0,14:04:00,2017-05-10,10.5,under cover board,10.4,41.6,2.1,unknown,unknown,18,12.1,7.37,77
eurycea_bislaneata,0,0,14:09:00,2017-05-10,10.4,under cover board,10.6,36.7,1,unknown,unknown,18,12.1,7.37,77
eurycea_bislaneata,0,0,14:06:00,2017-05-10,10.5,under cover board,10.8,37.1,1.2,unknown,unknown,18,12.1,7.37,77
unknown_species,0,0,14:25:00,2017-05-10,10,rock,11,58.5,5.7,unknown,unknown,18,12.1,7.37,77
desmognathus_ochrophaeus,0,0,14:13:00,2017-05-10,11.8,under cover board,11.8,34.1,1.5,unknown,unknown,18,12.1,7.37,77
desmognathus_ochrophaeus,0,0,14:15:00,2017-05-10,11,under cover board,11.9,33.6,0.9,unknown,unknown,18,12.1,7.37,77
unknown_species,0,0,14:17:00,2017-05-10,10.1,under cover board,10.6,50.1,3.4,unknown,unknown,18,12.1,7.37,77
desmognathus_ochrophaeus,0,0,14:27:00,2017-05-10,9.9,under log,9.9,35.8,1.4,unknown,unknown,18,12.1,7.37,77
eurycea_bislaneata,0,0,14:23:00,2017-05-10,10.9,under cover board,9.4,32,1.3,unknown,unknown,18,12.1,7.37,77
desmognathus_ochrophaeus,0,0,14:30:00,2017-05-10,8.8,under log,8.5,35.3,1.4,unknown,unknown,18,12.1,7.37,77
desmognathus_fuscus,0,0,14:29:00,2017-05-10,9,under cover board,8.8,40.8,2,unknown,unknown,18,12.1,7.37,77
eurycea_bislaneata,0,0,14:47:00,2017-05-10,10.5,under log,10.5,38.4,1.2,unknown,unknown,18,12.1,7.37,77
plethodon_cinereus,0,0,15:07:00,2017-05-10,11.5,other,9.6,38.4,1,unknown,unknown,18,12.1,7.37,77
desmognathus_ochrophaeus,0,0,15:06:00,2017-05-10,15.1,under cover board,11.9,33.7,1.2,unknown,unknown,18,12.1,7.37,77
