species,bd_status,bd_amount,time_of_capture,date_of_capture,body_temp_c,microhabitat_type,microhabitat_temp,body_length_mm,body_mass_g,life_stage,sex,air_temp_c,water_temp_c,pH,total_dissolved_solids
rana_catesbeiana,0,0,21:55:00,2018-07-05,26.2,road/sidewalk,27,33.7,3.3,juvenile,unknown,23.4,24.2,7.59,162
rana_catesbeiana,1,1.7704827790000002,21:51:00,2018-07-05,23.4,road/sidewalk,24.6,49,13.4,juvenile,unknown,23.4,24.2,7.59,162
rana_catesbeiana,1,0.5656616090000001,23:24:00,2018-07-05,24.6,road/sidewalk,26.2,45.6,11.05,juvenile,unknown,23.4,24.2,7.59,162
rana_catesbeiana,0,0,21:34:00,2018-07-09,20.4,water,22.5,140,225,adult,m,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,21:49:00,2018-07-09,25.2,water,25.6,105.5,106.9,adult,f,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,22:24:00,2018-07-09,NA,mud,NA,78.8,43.3,adult,f,16.6,25.3,7.41,82.4
rana_catesbeiana,1,3.568243504,22:31:00,2018-07-09,NA,mud,NA,90.3,63.9,adult,f,16.6,25.3,7.41,82.4
rana_clamitans,0,0,22:33:00,2018-07-09,NA,water,NA,56.8,17.1,adult,m,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,22:38:00,2018-07-09,NA,water,NA,122.9,166,adult,m,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,22:46:00,2018-07-09,NA,other,NA,79.5,44.1,adult,f,16.6,25.3,7.41,82.4
rana_clamitans,0,0,22:48:00,2018-07-09,24.1,water,24.1,76.5,40.6,adult,m,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,22:50:00,2018-07-09,NA,water,NA,91,60.7,adult,f,16.6,25.3,7.41,82.4
rana_clamitans,0,0,23:07:00,2018-07-09,22.9,water,22.9,64.4,21,adult,m,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,23:12:00,2018-07-09,23.7,water,23.7,100.5,84.8,adult,f,16.6,25.3,7.41,82.4
rana_clamitans,0,0,22:05:00,2018-07-09,23.4,grass,18.9,73.7,37.6,adult,m,16.6,25.3,7.41,82.4
rana_clamitans,0,0,22:26:00,2018-07-09,26,water,26,62.3,23,adult,m,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,21:44:00,2018-07-09,20.4,water,24.1,45.7,9.1,juvenile,unknown,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,21:57:00,2018-07-09,17.6,grass,17.3,112.8,107.4,adult,m,16.6,25.3,7.41,82.4
rana_clamitans,0,0,23:25:00,2018-07-09,21.6,water,24.7,86.5,62.6,adult,f,16.6,25.3,7.41,82.4
rana_clamitans,0,0,23:47:00,2018-07-09,21.3,water,21.3,56.3,30.2,adult,m,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,22:19:00,2018-07-09,24.7,water,26.4,84.7,70.9,adult,f,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,22:53:00,2018-07-09,25,water,26.5,97.6,117.1,adult,m,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,22:25:00,2018-07-09,25.9,water,26.3,37.8,6.3,juvenile,unknown,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,23:07:00,2018-07-09,24,water,25.3,47.1,20.1,metamorph,unknown,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,22:32:00,2018-07-09,23.4,water,26.3,38.2,6,metamorph,unknown,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,23:33:00,2018-07-09,NA,water,NA,35.9,4.4,metamorph,unknown,16.6,25.3,7.41,82.4
rana_catesbeiana,0,0,23:21:00,2018-07-09,23.2,water,24.8,34,3.9,metamorph,unknown,16.6,25.3,7.41,82.4
hyla_versicolor,0,0,22:01:00,2018-07-09,21.1,other,20.6,41.5,6.3,adult,m,16.6,25.3,7.41,82.4
pseudacris_crucifer,0,0,23:08:00,2018-07-09,16.6,other,16.6,11.2,NA,juvenile,unknown,16.6,25.3,7.41,82.4
pseudacris_crucifer,0,0,23:32:00,2018-07-09,15.9,other,16,14.1,NA,juvenile,unknown,16.6,25.3,7.41,82.4
pseudacris_crucifer,0,0,23:29:00,2018-07-09,15.4,other,15,12.1,NA,juvenile,unknown,16.6,25.3,7.41,82.4
pseudacris_crucifer,0,0,23:45:00,2018-07-09,16.6,other,16.6,11.7,NA,juvenile,unknown,16.6,25.3,7.41,82.4
pseudacris_crucifer,0,0,23:46:00,2018-07-09,16.5,other,16,13.8,NA,juvenile,unknown,16.6,25.3,7.41,82.4
rana_pipiens,0,0,22:46:00,2018-07-10,21,rock,19,35.4,3.4,juvenile,unknown,16.1,26.4,10.44,103
rana_pipiens,0,0,22:12:00,2018-07-10,15.8,grass,15.8,36.4,3.5,juvenile,unknown,16.1,26.4,10.44,103
rana_pipiens,0,0,23:09:00,2018-07-10,15.4,grass,15.4,33.5,2.6,juvenile,unknown,16.1,26.4,10.44,103
rana_pipiens,0,0,22:59:00,2018-07-10,19.1,mud,18.7,34.3,3,juvenile,unknown,16.1,26.4,10.44,103
rana_pipiens,0,0,22:59:00,2018-07-10,17.9,mud,18.2,33.3,4,juvenile,unknown,16.1,26.4,10.44,103
rana_pipiens,0,0,23:12:00,2018-07-10,19.2,grass,19.3,28.2,1.3,juvenile,unknown,16.1,26.4,10.44,103
rana_pipiens,0,0,23:30:00,2018-07-10,17.9,grass,18.5,31.3,2.2,juvenile,unknown,16.1,26.4,10.44,103
rana_pipiens,0,0,22:57:00,2018-07-10,18.8,grass,19.8,29.5,2,juvenile,unknown,16.1,26.4,10.44,103
rana_pipiens,0,0,22:01:00,2018-07-10,19,mud,20.3,35.8,2.9,juvenile,unknown,16.1,26.4,10.44,103
rana_catesbeiana,0,0,22:09:00,2018-07-10,22.7,grass,14.7,116.7,127,adult,m,16.1,26.4,10.44,103
rana_catesbeiana,0,0,23:07:00,2018-07-10,26.4,water,25.9,90.1,79.2,adult,f,16.1,26.4,10.44,103
rana_catesbeiana,0,0,23:23:00,2018-07-10,22.4,water,26.1,111.1,121.1,adult,f,16.1,26.4,10.44,103
rana_catesbeiana,0,0,00:18:00,2018-07-10,21.7,water,26,107.5,96.3,adult,m,16.1,26.4,10.44,103
hyla_versicolor,0,0,22:13:00,2018-07-10,21,grass,21.1,43.9,7,adult,m,16.1,26.4,10.44,103
hyla_versicolor,0,0,21:59:00,2018-07-10,13.7,on tree/log/bush below 1 m,13.6,43,5.9,adult,m,16.1,26.4,10.44,103
anaxyrus_americanus,0,0,22:09:00,2018-07-10,20.9,grass,22.6,22.8,1.1,juvenile,unknown,16.1,26.4,10.44,103
anaxyrus_americanus,0,0,22:31:00,2018-07-10,13.1,grass,13.1,29.1,2.6,juvenile,unknown,16.1,26.4,10.44,103
anaxyrus_americanus,0,0,22:22:00,2018-07-10,16,grass,15.9,26.3,1.9,juvenile,unknown,16.1,26.4,10.44,103
pseudacris_crucifer,0,0,23:22:00,2018-07-12,15,NA,15,13.6,0.2,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_ochrophaeus,0,0,13:31:00,2018-07-12,NA,other,18.9,39,1.5,NA,NA,24.9,16.7,7.18,115
pseudacris_crucifer,0,0,23:48:00,2018-07-12,13.5,NA,13.5,13,0.1,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_ochrophaeus,0,0,12:51:00,2018-07-12,NA,under cover board,16,28.7,0.6,NA,NA,24.9,16.7,7.18,115
pseudacris_crucifer,0,0,23:19:00,2018-07-12,15,NA,15,15.7,0.05,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_ochrophaeus,0,0,13:13:00,2018-07-12,NA,under log,15.7,44.7,1.7,NA,NA,24.9,16.7,7.18,115
pseudacris_crucifer,0,0,22:40:00,2018-07-12,NA,NA,NA,13.7,0.15,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_ochrophaeus,0,0,12:57:00,2018-07-12,NA,under cover board,18.9,29.7,0.6,NA,NA,24.9,16.7,7.18,115
pseudacris_crucifer,0,0,22:37:00,2018-07-12,16.1,NA,16.1,13.8,0.2,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_fuscus,1,592.8619999999999,13:46:00,2018-07-12,NA,other,17.1,41.5,1.6,NA,NA,24.9,16.7,7.18,115
pseudacris_crucifer,0,0,23:15:00,2018-07-12,11.6,NA,11.4,17.2,0.4,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_fuscus,0,0,14:07:00,2018-07-12,NA,under log,16.4,31,0.5,NA,NA,24.9,16.7,7.18,115
pseudacris_crucifer,0,0,22:35:00,2018-07-12,10.3,NA,10.3,11.5,0.15,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_fuscus,0,0,13:02:00,2018-07-12,16.9,under cover board,16.9,29,1.2,NA,NA,24.9,16.7,7.18,115
pseudacris_crucifer,1,5.976000000000001,23:05:00,2018-07-12,11.6,NA,12,15.8,0.25,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_fuscus,0,0,13:59:00,2018-07-12,19.7,other,19.7,20,NA,NA,NA,24.9,16.7,7.18,115
hyla_versicolor,0,0,23:38:00,2018-07-12,11.4,NA,11.6,18,0.45,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_fuscus,0,0,13:11:00,2018-07-12,NA,other,18.1,31.8,1,NA,NA,24.9,16.7,7.18,115
hyla_versicolor,0,0,22:39:00,2018-07-12,15.9,NA,15.9,17,0.25,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_fuscus,0,0,13:25:00,2018-07-12,NA,other,15.9,46.3,2.1,NA,NA,24.9,16.7,7.18,115
hyla_versicolor,0,0,22:13:00,2018-07-12,14.9,NA,14.9,18.8,0.4,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_fuscus,1,819.19,23:19:00,2018-07-12,NA,other,17.1,37.3,1,NA,NA,NA,NA,NA,NA
hyla_versicolor,0,0,22:12:00,2018-07-12,15.2,NA,15.4,18.6,0.45,juvenile,unknown,15.8,17.1,8.62,29.9
desmognathus_fuscus,1,7.423,13:52:00,2018-07-12,19,other,19,33.5,0.9,NA,NA,24.9,16.7,7.18,115
rana_clamitans,0,0,22:45:00,2018-07-12,16.8,NA,16.9,63,19.35,adult,m,15.8,17.1,8.62,29.9
desmognathus_fuscus,0,0,12:48:00,2018-07-12,NA,under cover board,16.5,36.4,1.1,NA,NA,24.9,16.7,7.18,115
rana_catesbeiana,0,0,21:54:00,2018-07-12,18.2,NA,17.8,101,97.1,adult,f,15.8,17.1,8.62,29.9
desmognathus_fuscus,0,0,13:41:00,2018-07-12,16.3,under log,16.3,24.9,0.3,NA,NA,24.9,16.7,7.18,115
rana_clamitans,0,0,23:03:00,2018-07-12,15.5,NA,15.2,68.6,27.45,adult,m,15.8,17.1,8.62,29.9
desmognathus_fuscus,0,0,13:37:00,2018-07-12,16.9,other,17,43.7,1.5,NA,NA,24.9,16.7,7.18,115
desmognathus_fuscus,0,0,13:51:00,2018-07-12,18,under cover board,18,42,0.8,NA,NA,24.9,16.7,7.18,115
desmognathus_fuscus,0,0,13:56:00,2018-07-12,NA,other,19.8,31.7,0.7,NA,NA,24.9,16.7,7.18,115
desmognathus_fuscus,0,0,13:20:00,2018-07-12,20.4,under cover board,20.4,36.9,1.1,NA,NA,24.9,16.7,7.18,115
desmognathus_fuscus,0,0,12:50:00,2018-07-12,NA,under cover board,16.9,35.9,0.9,NA,NA,24.9,16.7,7.18,115
plethodon_cinereus,0,0,14:12:00,2018-07-12,NA,other,18.8,26.4,0.4,NA,NA,24.9,16.7,7.18,115
plethodon_cinereus,0,0,13:02:00,2018-07-12,NA,under cover board,18.2,25.6,NA,NA,NA,24.9,16.7,7.18,115
plethodon_cinereus,0,0,13:15:00,2018-07-12,NA,under cover board,18.9,22.4,NA,NA,NA,24.9,16.7,7.18,115
plethodon_cinereus,0,0,13:18:00,2018-07-12,19.2,under cover board,19.1,25.3,NA,NA,NA,24.9,16.7,7.18,115
eurycea_bislaneata,0,0,12:49:00,2018-07-12,20.1,under cover board,18.9,43.4,1.3,NA,NA,24.9,16.7,7.18,115
eurycea_bislaneata,0,0,13:59:00,2018-07-12,18,under cover board,18,40,0.9,NA,NA,24.9,16.7,7.18,115
pseudotriton_ruber,1,494.613,13:46:00,2018-07-12,NA,other,19.3,49.2,2.3,NA,NA,24.9,16.7,7.18,115
pseudotriton_ruber,1,24.592,13:33:00,2018-07-12,17,other,17,47.7,2.1,NA,NA,24.9,16.7,7.18,115
plethodon_glutinosis,0,0,12:58:00,2018-07-12,NA,under log,15.8,57.7,4.3,NA,NA,24.9,16.7,7.18,115
plethodon_glutinosis,0,0,13:29:00,2018-07-12,NA,under log,16.7,50.6,2.6,NA,NA,24.9,16.7,7.18,115
plethodon_glutinosis,0,0,13:04:00,2018-07-12,NA,under cover board,19.3,71.2,6.9,NA,NA,24.9,16.7,7.18,115
plethodon_glutinosis,0,0,14:09:00,2018-07-12,20.5,under log,17.3,64.2,5.5,NA,NA,24.9,16.7,7.18,115
notophthalmus_viridescens,0,0,13:17:00,2018-07-12,NA,under cover board,15,37.8,1.7,NA,NA,24.9,16.7,7.18,115
notophthalmus_viridescens,0,0,14:07:00,2018-07-12,18.2,other,18.3,34.5,1.5,NA,NA,24.9,16.7,7.18,115
notophthalmus_viridescens,0,0,13:47:00,2018-07-12,18.8,other,18.9,31.4,1,NA,NA,24.9,16.7,7.18,115
anaxyrus_americanus,0,0,12:21:00,2018-07-12,21.6,other,21.6,20.9,1,NA,NA,24.9,16.7,7.18,115
anaxyrus_americanus,0,0,12:19:00,2018-07-12,20.6,grass,20.1,21.7,1.1,NA,NA,24.9,16.7,7.18,115
anaxyrus_americanus,0,0,12:14:00,2018-07-12,16.8,other,16.8,21.3,0.9,NA,NA,24.9,16.7,7.18,115
desmognathus_fuscus,1,63.701,13:39:00,2018-07-12,19.1,other,19.1,17.9,NA,NA,NA,24.9,16.7,7.18,115
rana_catesbeiana,1,40.508,21:52:00,2018-07-16,24.2,road/sidewalk,27,51.2,12.45,juvenile,unknown,22,21.5,7.5,32.3
anaxyrus_americanus,0,0,21:38:00,2018-07-16,25.7,road/sidewalk,30.8,60.3,26.6,adult,m,22,21.5,7.5,32.3
hyla_versicolor,0,0,21:47:00,2018-07-16,28,road/sidewalk,28,20.1,6,juvenile,unknown,22,21.5,7.5,32.3
hyla_versicolor,0,0,21:42:00,2018-07-16,25.9,road/sidewalk,29.5,21.4,0.9,juvenile,unknown,22,21.5,7.5,32.3
hyla_versicolor,0,0,21:44:00,2018-07-16,NA,road/sidewalk,NA,21.1,0.7,juvenile,unknown,22,21.5,7.5,32.3
pseudacris_crucifer,0,0,21:44:00,2018-07-16,27.9,road/sidewalk,28.6,16.3,NA,juvenile,unknown,22,21.5,7.5,32.3
pseudacris_crucifer,1,2.061,21:44:00,2018-07-16,26.7,road/sidewalk,26.7,15.7,NA,juvenile,unknown,22,21.5,7.5,32.3
rana_clamitans,1,301.834,21:42:00,2018-07-16,27,road/sidewalk,30.1,33.6,3.2,juvenile,unknown,22,21.5,7.5,32.3
rana_clamitans,1,188.188,21:46:00,2018-07-16,28.2,NA,NA,33.7,3.1,juvenile,unknown,22,21.5,7.5,32.3
rana_clamitans,1,7.696,21:36:00,2018-07-16,25.7,road/sidewalk,28.5,31.3,2.7,juvenile,unknown,22,21.5,7.5,32.3
rana_clamitans,0,0,21:40:00,2018-07-16,27.6,road/sidewalk,27.3,34.3,3.35,juvenile,unknown,22,21.5,7.5,32.3
rana_catesbeiana,1,244961.3,21:52:00,2018-07-18,NA,water,NA,104.7,98,adult,m,14.5,20.2,7.52,77.6
rana_catesbeiana,1,2487.64,22:39:00,2018-07-18,NA,water,19.4,86,54.1,adult,f,14.5,20.2,7.52,77.6
rana_clamitans,0,0,22:13:00,2018-07-18,21.7,water,22.8,68.7,23,adult,m,14.5,20.2,7.52,77.6
pseudacris_crucifer,0,0,22:03:00,2018-07-18,NA,other,NA,27.5,1.2,adult,m,14.5,20.2,7.52,77.6
rana_catesbeiana,0,0,21:26:00,2018-07-20,19,mud,18.9,69.6,30.1,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:39:00,2018-07-20,20.9,other,21.3,61,20,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:43:00,2018-07-20,20.5,water,20.6,76.2,35.4,juvenile,unknown,20.6,20.6,7.68,126
rana_clamitans,0,0,21:48:00,2018-07-20,22.2,water,22.1,71.2,28.9,adult,m,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:54:00,2018-07-20,20.2,other,21.9,70.5,36.25,adult,f,20.6,20.6,7.68,126
rana_clamitans,0,0,22:02:00,2018-07-20,23.1,water,23.3,60.4,19,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:10:00,2018-07-20,NA,water,NA,63.6,20.2,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:18:00,2018-07-20,20.4,mud,20.4,62.4,19.6,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:24:00,2018-07-20,20.3,water,20.4,65.3,26.7,adult,f,20.6,20.6,7.68,126
rana_clamitans,0,0,23:07:00,2018-07-20,18.8,water,18.8,71.9,32.3,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,23:05:00,2018-07-20,22.1,water,22.1,55.7,17.7,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,23:06:00,2018-07-20,20.4,water,21.1,37.1,5,juvenile,unknown,20.6,20.6,7.68,126
rana_clamitans,0,0,21:53:00,2018-07-20,21.6,water,21.7,63.3,21.4,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:55:00,2018-07-20,20.3,water,20.3,53.7,13.3,adult,f,20.6,20.6,7.68,126
rana_clamitans,0,0,22:15:00,2018-07-20,21.7,water,22.2,61.1,23.2,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:37:00,2018-07-20,20.5,water,21.6,65.7,24.2,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:33:00,2018-07-20,19.9,water,19.9,68.4,26,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:18:00,2018-07-20,20.7,water,20.6,63.6,23.4,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:40:00,2018-07-20,20.1,water,20.1,65.6,21.9,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:25:00,2018-07-20,20.7,water,20.7,62,19.6,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,22:42:00,2018-07-20,20.2,water,20.3,37,4.1,juvenile,unknown,20.6,20.6,7.68,126
rana_clamitans,0,0,22:08:00,2018-07-20,19.5,water,19.5,80.2,42.4,adult,f,20.6,20.6,7.68,126
rana_clamitans,0,0,22:38:00,2018-07-20,19.5,mud,19.6,49.2,10.3,juvenile,unknown,20.6,20.6,7.68,126
rana_clamitans,0,0,22:30:00,2018-07-20,20.8,water,21,60.7,21,adult,m,20.6,20.6,7.68,126
rana_clamitans,0,0,21:50:00,2018-07-20,20.8,water,20.8,74.8,33.5,adult,f,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:35:00,2018-07-20,21.7,water,21.7,57.2,17.7,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:46:00,2018-07-20,22.7,other,22.8,59.3,20.8,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,22:04:00,2018-07-20,19.9,water,19.9,58.1,16.3,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,22:08:00,2018-07-20,22.6,water,22.3,54.2,15.75,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,22:03:00,2018-07-20,22,water,22,57.3,16.5,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:46:00,2018-07-20,22.1,water,22.2,68.2,29.5,adult,f,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:39:00,2018-07-20,21.1,water,22.1,53.3,18.4,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:58:00,2018-07-20,20.5,other,20.5,52.3,14.8,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:50:00,2018-07-20,22.7,water,22.7,58.5,18.4,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:36:00,2018-07-20,19.7,water,19.8,58.5,14.7,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:37:00,2018-07-20,21.3,water,22.3,54.2,17.3,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:39:00,2018-07-20,20.1,water,20.1,55.6,16.6,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,23:02:00,2018-07-20,21.7,water,22.5,54.4,17.2,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:59:00,2018-07-20,20.5,water,21.2,59,19.3,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:43:00,2018-07-20,20.7,water,20.7,54.3,15.9,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:45:00,2018-07-20,19.3,mud,20,54.2,18.4,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,22:05:00,2018-07-20,22.8,water,22.9,51.2,16,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:30:00,2018-07-20,20.3,water,20.2,48.8,10.3,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:56:00,2018-07-20,21.8,other,22.4,51.1,17.8,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:51:00,2018-07-20,21.6,other,21.3,58.1,17.3,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:46:00,2018-07-20,20,water,20,52.7,15,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,21:59:00,2018-07-20,19.5,water,19.5,57.9,20.4,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,22:14:00,2018-07-20,20.2,NA,20.2,58.4,17.5,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,22:29:00,2018-07-20,NA,NA,NA,54.2,16.4,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,0,0,22:11:00,2018-07-20,20.2,water,20.2,53.6,15.15,juvenile,unknown,20.6,20.6,7.68,126
rana_catesbeiana,1,22.97377777,23:25:00,2018-07-21,18.7,water,18.7,47.8,12.1,juvenile,unknown,19.8,19,7.03,151
rana_catesbeiana,1,683.8346557999998,23:16:00,2018-07-21,18.1,water,19,61.1,20.3,adult,f,19.8,19,7.03,151
rana_catesbeiana,0,0,22:32:00,2018-07-21,19.7,water,19.7,45.9,10.5,juvenile,unknown,19.8,19,7.03,151
rana_catesbeiana,1,119.9706268,22:16:00,2018-07-21,18.1,mud,18.1,44.9,10.1,juvenile,unknown,19.8,19,7.03,151
rana_catesbeiana,1,84.88329315,22:04:00,2018-07-21,19.2,mud,19.3,50.4,16.4,juvenile,unknown,19.8,19,7.03,151
rana_catesbeiana,0,0,23:09:00,2018-07-21,19,mud,19,71.4,37.1,adult,f,19.8,19,7.03,151
rana_catesbeiana,1,18.359,22:52:00,2018-07-21,19,water,19.1,49.8,10.5,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,494.05,22:10:00,2018-07-21,18.7,mud,18.7,45.7,7.2,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,530.6519999999999,23:26:00,2018-07-21,18,mud,18,47,7.8,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,618.9689999999999,21:57:00,2018-07-21,18.9,grass,18.9,35.4,3.1,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,34.202000000000005,21:59:00,2018-07-21,18.1,mud,18.1,41,4.7,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,169.664,22:43:00,2018-07-21,18.3,mud,18.2,49.5,4.4,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,273.23577879999993,21:56:00,2018-07-21,18.3,mud,18.6,36.5,5,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,0,0,22:14:00,2018-07-21,18.8,mud,18.8,27.8,1.7,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,849.0369262999999,21:53:00,2018-07-21,18.7,mud,19.1,55.9,13,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,88.02639770999998,22:46:00,2018-07-21,18.8,mud,18.7,45.4,8.3,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,369.3300171,21:59:00,2018-07-21,19,mud,19,45.7,7.5,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,2193.21,22:48:00,2018-07-21,17.4,other,18,36.5,3.5,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,69.295,22:26:00,2018-07-21,18.7,mud,18.6,49,9.2,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,0,0,21:58:00,2018-07-21,19.5,grass,19.5,39.3,4.5,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,204.366,22:20:00,2018-07-21,20.2,water,20.2,35.2,4,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,2.629,22:04:00,2018-07-21,19.5,water,19.5,61.6,18.7,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,178.86,22:18:00,2018-07-21,19.5,water,19.5,35.1,4.5,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,1,82.23400000000001,22:08:00,2018-07-21,19.5,grass,19.5,41.4,5,juvenile,unknown,19.8,19,7.03,151
rana_clamitans,0,0,21:55:00,2018-07-21,19.8,grass,19.8,49.4,8.7,juvenile,unknown,19.8,19,7.03,151
hyla_versicolor,0,0,22:50:00,2018-07-21,18.4,emergent vegetation 0.1-1 m,18.4,17.9,0.3,metamorph,unknown,19.8,19,7.03,151
hyla_versicolor,0,0,22:52:00,2018-07-21,18.4,other,18.4,18.2,0.4,metamorph,unknown,19.8,19,7.03,151
hyla_versicolor,0,0,22:51:00,2018-07-21,18.2,other,18.2,17.5,0.7,metamorph,unknown,19.8,19,7.03,151
rana_clamitans,1,16.88367271,22:20:00,2018-07-21,18.1,other,18.1,33.6,2.9,juvenile,unknown,19.8,19,7.03,151
anaxyrus_americanus,0,0,22:26:00,2018-07-21,18.3,mud,18.3,25,1.6,juvenile,unknown,19.8,19,7.03,151
anaxyrus_americanus,0,0,23:02:00,2018-07-21,18.8,mud,18.8,22.7,1.5,juvenile,unknown,19.8,19,7.03,151
rana_pipiens,0,0,23:23:00,2018-07-21,18.3,grass,18.2,26.5,1.5,juvenile,unknown,19.8,19,7.03,151
pseudacris_crucifer,0,0,23:57:00,2018-07-25,15.9,other,NA,13.1,2.3,juvenile,unknown,19.3,22.2,7.7,59.9
pseudacris_crucifer,0,0,23:50:00,2018-07-25,15.8,other,16.3,14.1,2.4,juvenile,unknown,19.3,22.2,7.7,59.9
pseudacris_crucifer,0,0,23:46:00,2018-07-25,15.9,emergent vegetation above 1 m,15.9,18.1,2.9,juvenile,unknown,19.3,22.2,7.7,59.9
pseudacris_crucifer,0,0,23:48:00,2018-07-25,15.9,emergent vegetation 0.1-1 m,16.3,14.5,2.4,juvenile,unknown,19.3,22.2,7.7,59.9
pseudacris_crucifer,0,0,23:40:00,2018-07-25,15.8,emergent vegetation 0.1-1 m,15.7,12.6,2.3,juvenile,unknown,19.3,22.2,7.7,59.9
pseudacris_crucifer,0,0,23:45:00,2018-07-25,13.7,emergent vegetation 0.1-1 m,13,15.9,2.6,juvenile,unknown,19.3,22.2,7.7,59.9
